team_name,opponent,match_date,year,round,venue,home_away,result,team_win,recent_form_5,avg_score_last5,win_streak_entering_match,days_rest,points_before_match,ladder_position_before_match,h2h_win_rate_vs_opponent,venue_win_rate
Hawthorn Hawks,Sydney Swans,2019-06-21,2019,14,Sydney Cricket Ground,A,L,0,0.4,70.6,-2,7.0,20.0,9.0,0.6666666666666666,0.5384615384615384
Hawthorn Hawks,West Coast Eagles,2019-06-29,2019,15,Melbourne Cricket Ground,H,L,0,0.2,69.0,-3,8.0,20.0,12.0,0.45454545454545453,0.5985915492957746
Hawthorn Hawks,Collingwood Magpies,2019-07-05,2019,16,Melbourne Cricket Ground,H,W,1,0.2,71.4,-4,6.0,20.0,15.0,0.74,0.5964912280701754
Hawthorn Hawks,Fremantle Dockers,2019-07-13,2019,17,UTAS Stadium,H,W,1,0.2,68.8,1,8.0,24.0,13.0,0.6956521739130435,0.7741935483870968
Hawthorn Hawks,geelong cats,2019-07-21,2019,18,Melbourne Cricket Ground,A,W,1,0.4,72.4,2,8.0,28.0,11.0,0.8333333333333334,0.5979020979020979
Hawthorn Hawks,Brisbane Lions,2019-07-27,2019,19,UTAS Stadium,H,L,0,0.6,74.0,3,6.0,32.0,9.0,0.5161290322580645,0.7777777777777778
Hawthorn Hawks,North Melbourne Kangaroos,2019-08-02,2019,20,Marvel Stadium,A,L,0,0.6,73.4,-1,6.0,32.0,10.0,0.5614035087719298,0.5844155844155844
Hawthorn Hawks,Greater Western Sydney Giants,2019-08-09,2019,21,Manuka Oval,A,W,1,0.6,72.0,-2,7.0,32.0,12.0,0.5,
Hawthorn Hawks,Gold Coast Suns,2019-08-18,2019,22,Marvel Stadium,H,W,1,0.6,75.6,1,9.0,36.0,11.0,0.8181818181818182,0.5769230769230769
Hawthorn Hawks,West Coast Eagles,2019-08-24,2019,23,Optus Stadium,A,W,1,0.6,82.4,2,6.0,40.0,9.0,0.4444444444444444,1.0
Hawthorn Hawks,Brisbane Lions,2020-03-22,2020,1,Melbourne Cricket Ground,H,W,1,0.6,86.4,3,211.0,0.0,1.0,0.5,0.5993031358885017
Hawthorn Hawks,Geelong Cats,2020-06-12,2020,2,GMHBA Stadium,A,L,0,0.8,92.4,4,82.0,4.0,1.0,0.49122807017543857,0.7142857142857143
Hawthorn Hawks,Richmond Tigers,2020-06-18,2020,3,Melbourne Cricket Ground,A,W,1,0.8,89.0,-1,6.0,4.0,5.0,0.6222222222222222,0.6006944444444444
Hawthorn Hawks,North Melbourne Kangaroos,2020-06-28,2020,4,Marvel Stadium,H,W,1,0.8,86.2,1,10.0,8.0,3.0,0.5517241379310345,0.5822784810126582
Hawthorn Hawks,Greater Western Sydney Giants,2020-07-05,2020,5,ENGIE Stadium,A,L,0,0.8,74.2,2,7.0,12.0,2.0,0.5714285714285714,0.0
Hawthorn Hawks,collingwood magpies,2020-07-10,2020,6,ENGIE Stadium,A,L,0,0.6,63.0,-1,5.0,12.0,3.0,0.4444444444444444,0.0
Hawthorn Hawks,Melbourne Demons,2020-07-19,2020,7,ENGIE Stadium,H,L,0,0.4,50.4,-2,9.0,12.0,7.0,0.7450980392156863,0.0
Hawthorn Hawks,Sydney Swans,2020-07-25,2020,8,Sydney Cricket Ground,A,L,0,0.4,50.6,-3,6.0,12.0,11.0,0.6551724137931034,0.5185185185185185
Hawthorn Hawks,Carlton Blues,2020-07-31,2020,9,Optus Stadium,A,W,1,0.2,47.0,-4,6.0,12.0,13.0,0.6428571428571429,1.0
Hawthorn Hawks,Fremantle Dockers,2020-08-10,2020,11,Optus Stadium,A,L,0,0.2,53.2,1,10.0,16.0,10.0,0.7083333333333334,1.0
Hawthorn Hawks,West Coast Eagles,2020-08-16,2020,12,Optus Stadium,A,L,0,0.2,49.8,-1,6.0,16.0,13.0,0.45652173913043476,0.75
Hawthorn Hawks,Port Adelaide Power,2020-08-22,2020,13,Adelaide Oval,A,L,0,0.2,54.2,-2,6.0,16.0,14.0,0.43333333333333335,0.625
Hawthorn Hawks,Essendon Bombers,2020-08-27,2020,14,Adelaide Oval,H,L,0,0.2,56.2,-3,5.0,16.0,14.0,0.5384615384615384,0.5555555555555556
Hawthorn Hawks,Adelaide Crows,2020-09-01,2020,15,Adelaide Oval,H,L,0,0.2,59.8,-4,5.0,16.0,10.0,0.5135135135135135,0.5
Hawthorn Hawks,St Kilda Saints,2020-09-06,2020,16,People First Stadium,A,L,0,0.0,51.6,-5,5.0,16.0,14.0,0.6511627906976745,0.6363636363636364
Hawthorn Hawks,Western Bulldogs,2020-09-13,2020,17,Adelaide Oval,H,L,0,0.0,58.4,-6,7.0,16.0,16.0,0.5833333333333334,0.45454545454545453
Hawthorn Hawks,Gold Coast Suns,2020-09-20,2020,18,Adelaide Oval,H,W,1,0.0,56.6,-7,7.0,16.0,16.0,0.8333333333333334,0.4166666666666667
Hawthorn Hawks,Essendon Bombers,2021-03-20,2021,1,Marvel Stadium,A,W,1,0.2,66.6,1,181.0,0.0,1.0,0.5283018867924528,0.5875
Hawthorn Hawks,Richmond Tigers,2021-03-28,2021,2,Melbourne Cricket Ground,H,L,0,0.4,70.8,2,8.0,4.0,1.0,0.6304347826086957,0.6020761245674741
Hawthorn Hawks,Geelong Cats,2021-04-05,2021,3,Melbourne Cricket Ground,A,L,0,0.4,71.0,-1,8.0,4.0,6.0,0.4827586206896552,0.6
Hawthorn Hawks,Fremantle Dockers,2021-04-11,2021,4,Optus Stadium,A,L,0,0.4,70.6,-2,6.0,4.0,9.0,0.68,0.6
Hawthorn Hawks,Melbourne Demons,2021-04-18,2021,5,Melbourne Cricket Ground,H,L,0,0.4,78.8,-3,7.0,4.0,12.0,0.7307692307692307,0.5979381443298969
Hawthorn Hawks,Adelaide Crows,2021-04-25,2021,6,UTAS Stadium,H,W,1,0.2,68.0,-4,7.0,4.0,14.0,0.5,0.765625
Hawthorn Hawks,St Kilda Saints,2021-05-01,2021,7,Marvel Stadium,A,L,0,0.2,70.0,1,6.0,8.0,11.0,0.6363636363636364,0.5925925925925926
Hawthorn Hawks,West Coast Eagles,2021-05-09,2021,8,Melbourne Cricket Ground,H,L,0,0.2,72.0,-1,8.0,8.0,15.0,0.44680851063829785,0.5958904109589042
Hawthorn Hawks,North Melbourne Kangaroos,2021-05-15,2021,9,UTAS Stadium,H,L,0,0.2,71.2,-2,6.0,8.0,15.0,0.559322033898305,0.7692307692307693
Hawthorn Hawks,carlton blues,2021-05-22,2021,10,Melbourne Cricket Ground,A,L,0,0.2,71.0,-3,7.0,8.0,16.0,0.5,0.5938566552901023
Hawthorn Hawks,Gold Coast Suns,2021-05-29,2021,11,Sydney Cricket Ground,A,L,0,0.2,72.8,-4,7.0,8.0,16.0,0.8461538461538461,0.5
Hawthorn Hawks,sydney swans,2021-06-11,2021,13,Sydney Cricket Ground,A,W,1,0.0,67.6,-5,13.0,8.0,13.0,0.4444444444444444,0.4827586206896552
Hawthorn Hawks,Essendon Bombers,2021-06-20,2021,14,UTAS Stadium,H,L,0,0.2,73.6,1,9.0,12.0,9.0,0.5370370370370371,0.7575757575757576
Hawthorn Hawks,Greater Western Sydney Giants,2021-06-27,2021,15,Melbourne Cricket Ground,A,W,1,0.2,76.2,-1,7.0,12.0,17.0,0.5,0.5918367346938775
Hawthorn Hawks,Port Adelaide Power,2021-07-03,2021,16,Marvel Stadium,H,L,0,0.4,78.2,1,6.0,16.0,15.0,0.41935483870967744,0.5853658536585366
Hawthorn Hawks,Fremantle Dockers,2021-07-10,2021,17,UTAS Stadium,H,L,0,0.4,76.2,-1,7.0,16.0,16.0,0.6538461538461539,0.746268656716418
Hawthorn Hawks,melbourne demons,2021-07-17,2021,18,Melbourne Cricket Ground,A,D,0,0.4,70.2,-2,7.0,16.0,17.0,0.4,0.5932203389830508
Hawthorn Hawks,Adelaide Crows,2021-07-24,2021,19,Marvel Stadium,A,L,0,0.2,68.2,0,7.0,18.0,17.0,0.5128205128205128,0.5783132530120482
Hawthorn Hawks,Brisbane Lions,2021-08-01,2021,20,UTAS Stadium,H,W,1,0.2,70.2,-1,8.0,18.0,17.0,0.5151515151515151,0.7352941176470589
Hawthorn Hawks,Collingwood Magpies,2021-08-08,2021,21,Melbourne Cricket Ground,H,W,1,0.2,70.6,1,7.0,22.0,17.0,0.7450980392156863,0.5912162162162162
Hawthorn Hawks,Western Bulldogs,2021-08-14,2021,22,UTAS Stadium,H,W,1,0.4,79.4,2,6.0,26.0,15.0,0.5714285714285714,0.7391304347826086
Hawthorn Hawks,Richmond Tigers,2021-08-21,2021,23,Melbourne Cricket Ground,A,D,0,0.6,83.0,3,7.0,30.0,14.0,0.6170212765957447,0.5925925925925926
Hawthorn Hawks,North Melbourne Kangaroos,2022-03-20,2022,1,Melbourne Cricket Ground,H,W,1,0.6,83.8,0,211.0,0.0,1.0,0.55,0.5906040268456376
Hawthorn Hawks,Port Adelaide Power,2022-03-26,2022,2,Adelaide Oval,A,W,1,0.8,82.8,1,6.0,4.0,1.0,0.40625,0.46153846153846156
Hawthorn Hawks,Carlton Blues,2022-04-03,2022,3,Melbourne Cricket Ground,A,L,0,0.8,88.4,2,8.0,8.0,1.0,0.6491228070175439,0.5919732441471572
Hawthorn Hawks,St Kilda Saints,2022-04-10,2022,4,Melbourne Cricket Ground,H,L,0,0.6,83.6,-1,7.0,8.0,4.0,0.6222222222222222,0.59
Hawthorn Hawks,Geelong Cats,2022-04-18,2022,5,Melbourne Cricket Ground,H,W,1,0.4,85.4,-2,8.0,8.0,8.0,0.4745762711864407,0.5880398671096345
Hawthorn Hawks,Sydney Swans,2022-04-25,2022,6,UTAS Stadium,H,L,0,0.6,87.2,1,7.0,12.0,7.0,0.6440677966101694,0.7428571428571429
Hawthorn Hawks,Melbourne Demons,2022-04-30,2022,7,Melbourne Cricket Ground,A,L,0,0.4,85.2,-1,5.0,12.0,8.0,0.7169811320754716,0.5894039735099338
Hawthorn Hawks,essendon bombers,2022-05-07,2022,8,Marvel Stadium,A,L,0,0.2,77.4,-2,7.0,12.0,9.0,0.4,0.5714285714285714
Hawthorn Hawks,richmond tigers,2022-05-14,2022,9,Melbourne Cricket Ground,H,L,0,0.2,79.0,-3,7.0,12.0,10.0,0.45454545454545453,0.5874587458745875
Hawthorn Hawks,Brisbane Lions,2022-05-22,2022,10,UTAS Stadium,H,W,1,0.2,83.2,-4,8.0,12.0,13.0,0.5294117647058824,0.7323943661971831
Hawthorn Hawks,Gold Coast Suns,2022-05-28,2022,11,TIO Stadium,A,L,0,0.2,88.2,1,6.0,16.0,11.0,0.7857142857142857,
Hawthorn Hawks,Collingwood Magpies,2022-06-05,2022,12,Melbourne Cricket Ground,H,L,0,0.2,85.4,-1,8.0,16.0,9.0,0.75,0.5855263157894737
Hawthorn Hawks,Fremantle Dockers,2022-06-11,2022,13,Optus Stadium,A,L,0,0.2,82.8,-2,6.0,16.0,9.0,0.6296296296296297,0.5
Hawthorn Hawks,Western Bulldogs,2022-06-24,2022,15,Marvel Stadium,A,L,0,0.2,83.0,-3,13.0,16.0,13.0,0.58,0.5647058823529412
Hawthorn Hawks,Greater Western Sydney Giants,2022-07-03,2022,16,ENGIE Stadium,A,L,0,0.2,80.8,-4,9.0,16.0,14.0,0.5555555555555556,0.0
Hawthorn Hawks,adelaide crows,2022-07-10,2022,17,Marvel Stadium,H,W,1,0.0,67.4,-5,7.0,16.0,15.0,0.8,0.5581395348837209
Hawthorn Hawks,west coast eagles,2022-07-17,2022,18,Melbourne Cricket Ground,H,W,1,0.2,73.8,1,7.0,20.0,13.0,0.5,0.5836065573770491
Hawthorn Hawks,North Melbourne Kangaroos,2022-07-23,2022,19,Ninja Stadium,A,W,1,0.4,80.6,2,6.0,24.0,13.0,0.5573770491803278,
Hawthorn Hawks,St Kilda Saints,2022-07-30,2022,20,Marvel Stadium,A,L,0,0.6,88.4,3,7.0,28.0,13.0,0.6086956521739131,0.5632183908045977
Hawthorn Hawks,Gold Coast Suns,2022-08-06,2022,21,UTAS Stadium,H,W,1,0.6,84.4,-1,7.0,28.0,13.0,0.7333333333333333,0.7361111111111112
Hawthorn Hawks,Richmond Tigers,2022-08-14,2022,22,Melbourne Cricket Ground,A,L,0,0.8,88.4,1,8.0,32.0,12.0,0.6041666666666666,0.5849673202614379
Hawthorn Hawks,western bulldogs,2022-08-21,2022,23,UTAS Stadium,H,L,0,0.6,84.6,-1,7.0,32.0,13.0,0.6,0.7397260273972602
Hawthorn Hawks,Essendon Bombers,2023-03-19,2023,1,Melbourne Cricket Ground,H,L,0,0.4,77.0,-2,210.0,0.0,1.0,0.5272727272727272,0.5830618892508144
Hawthorn Hawks,Sydney Swans,2023-03-26,2023,2,Sydney Cricket Ground,A,L,0,0.2,65.8,-3,7.0,0.0,11.0,0.6333333333333333,0.5
Hawthorn Hawks,North Melbourne Kangaroos,2023-04-01,2023,3,UTAS Stadium,H,W,1,0.2,60.6,-4,6.0,0.0,13.0,0.5645161290322581,0.7297297297297297
Hawthorn Hawks,geelong cats,2023-04-10,2023,4,Melbourne Cricket Ground,A,L,0,0.2,62.6,1,9.0,4.0,9.0,0.8461538461538461,0.5811688311688312
Hawthorn Hawks,greater western sydney giants,2023-04-16,2023,5,Norwood Oval,A,L,0,0.2,58.2,-1,6.0,4.0,13.0,0.5,
Hawthorn Hawks,Adelaide Crows,2023-04-23,2023,6,UTAS Stadium,H,L,0,0.2,60.4,-2,7.0,4.0,16.0,0.5,0.7333333333333333
Hawthorn Hawks,western bulldogs,2023-04-29,2023,7,Marvel Stadium,A,L,0,0.2,62.6,-3,6.0,4.0,17.0,0.5454545454545454,0.5568181818181818
Hawthorn Hawks,Fremantle Dockers,2023-05-06,2023,8,Optus Stadium,A,L,0,0.2,68.2,-4,7.0,4.0,17.0,0.6071428571428571,0.42857142857142855
Hawthorn Hawks,Melbourne Demons,2023-05-13,2023,9,Melbourne Cricket Ground,H,L,0,0.0,61.8,-5,7.0,4.0,17.0,0.7037037037037037,0.5792880258899676
Hawthorn Hawks,West Coast Eagles,2023-05-21,2023,10,UTAS Stadium,H,W,1,0.0,62.6,-6,8.0,4.0,17.0,0.4375,0.7236842105263158
Hawthorn Hawks,St Kilda Saints,2023-05-27,2023,11,Marvel Stadium,A,W,1,0.2,76.0,1,6.0,8.0,16.0,0.5957446808510638,0.550561797752809
Hawthorn Hawks,Port Adelaide Power,2023-06-03,2023,12,Adelaide Oval,A,L,0,0.4,78.4,2,7.0,12.0,12.0,0.42424242424242425,0.5
Hawthorn Hawks,Brisbane Lions,2023-06-10,2023,13,Melbourne Cricket Ground,H,W,1,0.4,84.6,-1,7.0,12.0,14.0,0.5428571428571428,0.5774193548387097
Hawthorn Hawks,Gold Coast Suns,2023-06-25,2023,15,People First Stadium,A,L,0,0.6,94.6,1,15.0,16.0,11.0,0.75,0.5833333333333334
Hawthorn Hawks,Carlton Blues,2023-07-02,2023,16,Melbourne Cricket Ground,H,L,0,0.6,91.6,-1,7.0,16.0,16.0,0.6379310344827587,0.5787781350482315
Hawthorn Hawks,Greater Western Sydney Giants,2023-07-08,2023,17,ENGIE Stadium,A,L,0,0.4,73.6,-2,6.0,16.0,16.0,0.5,0.0
Hawthorn Hawks,North Melbourne Kangaroos,2023-07-16,2023,18,Marvel Stadium,A,W,1,0.2,70.4,-3,8.0,16.0,16.0,0.5714285714285714,0.5555555555555556
Hawthorn Hawks,richmond tigers,2023-07-22,2023,19,Melbourne Cricket Ground,A,L,0,0.4,68.8,1,6.0,20.0,16.0,0.4166666666666667,0.5769230769230769
Hawthorn Hawks,St Kilda Saints,2023-07-30,2023,20,Marvel Stadium,H,L,0,0.2,68.2,-1,8.0,20.0,16.0,0.6041666666666666,0.5604395604395604
Hawthorn Hawks,collingwood magpies,2023-08-05,2023,21,Melbourne Cricket Ground,H,W,1,0.2,80.0,-2,6.0,20.0,16.0,0.4,0.5750798722044729
Hawthorn Hawks,Western Bulldogs,2023-08-13,2023,22,UTAS Stadium,H,W,1,0.4,90.6,1,8.0,24.0,16.0,0.5686274509803921,0.7272727272727273
Hawthorn Hawks,Melbourne Demons,2023-08-20,2023,23,Melbourne Cricket Ground,A,L,0,0.6,89.6,2,7.0,28.0,16.0,0.6909090909090909,0.5764331210191083
Hawthorn Hawks,Fremantle Dockers,2023-08-26,2023,24,Melbourne Cricket Ground,H,L,0,0.4,84.0,-1,6.0,28.0,16.0,0.5862068965517241,0.5746031746031746
Hawthorn Hawks,Essendon Bombers,2024-03-16,2024,1,Melbourne Cricket Ground,A,L,0,0.4,76.2,-2,203.0,0.0,5.0,0.5178571428571429,0.5727848101265823
Hawthorn Hawks,melbourne demons,2024-03-23,2024,2,Melbourne Cricket Ground,H,L,0,0.4,74.2,-3,7.0,0.0,9.0,0.36363636363636365,0.5709779179810726
Hawthorn Hawks,Geelong Cats,2024-04-01,2024,3,Melbourne Cricket Ground,H,L,0,0.2,60.8,-4,9.0,0.0,10.0,0.48333333333333334,0.5691823899371069
Hawthorn Hawks,Collingwood Magpies,2024-04-07,2024,4,Adelaide Oval,A,L,0,0.0,61.4,-5,6.0,0.0,14.0,0.7358490566037735,0.4666666666666667
Hawthorn Hawks,Gold Coast Suns,2024-04-13,2024,5,People First Stadium,A,L,0,0.0,63.8,-6,6.0,0.0,13.0,0.7058823529411765,0.5384615384615384
Hawthorn Hawks,North Melbourne Kangaroos,2024-04-21,2024,6,Marvel Stadium,A,W,1,0.0,63.8,-7,8.0,0.0,15.0,0.578125,0.5543478260869565
Hawthorn Hawks,Sydney Swans,2024-04-28,2024,7,Melbourne Cricket Ground,H,L,0,0.2,69.8,1,7.0,4.0,15.0,0.6229508196721312,0.567398119122257
Hawthorn Hawks,Western Bulldogs,2024-05-05,2024,8,Marvel Stadium,A,W,1,0.2,70.6,-1,7.0,4.0,16.0,0.5769230769230769,0.5591397849462365
Hawthorn Hawks,St Kilda Saints,2024-05-11,2024,9,UTAS Stadium,H,W,1,0.4,76.2,1,6.0,8.0,15.0,0.5918367346938775,0.7307692307692307
Hawthorn Hawks,Port Adelaide Power,2024-05-19,2024,10,Adelaide Oval,A,L,0,0.6,73.4,2,8.0,12.0,14.0,0.4117647058823529,0.4375
Hawthorn Hawks,Brisbane Lions,2024-05-26,2024,11,Marvel Stadium,H,W,1,0.6,78.0,-1,7.0,12.0,14.0,0.5555555555555556,0.5638297872340425
Hawthorn Hawks,Adelaide Crows,2024-06-01,2024,12,Melbourne Cricket Ground,H,W,1,0.6,75.4,1,6.0,16.0,11.0,0.4878048780487805,0.565625
Hawthorn Hawks,Greater Western Sydney Giants,2024-06-08,2024,13,UTAS Stadium,H,W,1,0.8,88.4,2,7.0,20.0,10.0,0.45454545454545453,0.7341772151898734
Hawthorn Hawks,richmond tigers,2024-06-15,2024,14,Melbourne Cricket Ground,A,W,1,0.8,85.8,3,7.0,24.0,6.0,0.38461538461538464,0.5669781931464174
Hawthorn Hawks,West Coast Eagles,2024-06-30,2024,16,Optus Stadium,A,W,1,0.8,93.6,4,15.0,28.0,11.0,0.4489795918367347,0.375
Hawthorn Hawks,Geelong Cats,2024-07-06,2024,17,GMHBA Stadium,A,L,0,1.0,96.6,5,6.0,32.0,9.0,0.47540983606557374,0.6666666666666666
Hawthorn Hawks,Fremantle Dockers,2024-07-13,2024,18,UTAS Stadium,H,W,1,0.8,88.4,-1,7.0,32.0,11.0,0.5666666666666667,0.7375
Hawthorn Hawks,Collingwood Magpies,2024-07-20,2024,19,Melbourne Cricket Ground,H,W,1,0.8,84.4,1,7.0,36.0,10.0,0.7222222222222222,0.5683229813664596
Hawthorn Hawks,Adelaide Crows,2024-07-28,2024,20,Adelaide Oval,A,W,1,0.8,94.0,2,8.0,40.0,9.0,0.5,0.4117647058823529
Hawthorn Hawks,greater western sydney giants,2024-08-04,2024,21,Manuka Oval,A,L,0,0.8,99.4,3,7.0,44.0,8.0,0.3333333333333333,1.0
Hawthorn Hawks,Carlton Blues,2024-08-11,2024,22,Melbourne Cricket Ground,A,W,1,0.6,97.0,-1,7.0,44.0,10.0,0.6271186440677966,0.5696594427244582
Hawthorn Hawks,Richmond Tigers,2024-08-18,2024,23,Melbourne Cricket Ground,H,W,1,0.8,107.6,1,7.0,48.0,7.0,0.5918367346938775,0.5709876543209876
Hawthorn Hawks,North Melbourne Kangaroos,2024-08-24,2024,24,UTAS Stadium,H,W,1,0.8,116.4,2,6.0,52.0,6.0,0.5846153846153846,0.7407407407407407
Hawthorn Hawks,Western Bulldogs,2024-09-06,2024,EF,Melbourne Cricket Ground,A,W,1,0.8,123.8,3,13.0,56.0,2.0,0.5849056603773585,0.5723076923076923
Hawthorn Hawks,Port Adelaide Power,2024-09-13,2024,SF,Adelaide Oval,A,L,0,0.8,118.8,4,7.0,60.0,3.0,0.4,0.4444444444444444
Hawthorn Hawks,Sydney Swans,2025-03-07,2025,0,Sydney Cricket Ground,A,W,1,0.8,116.8,-1,175.0,0.0,1.0,0.6129032258064516,0.4838709677419355
Hawthorn Hawks,Essendon Bombers,2025-03-14,2025,1,Melbourne Cricket Ground,H,W,1,0.8,113.6,1,7.0,4.0,1.0,0.5087719298245614,0.5736196319018405
Hawthorn Hawks,Carlton Blues,2025-03-20,2025,2,Melbourne Cricket Ground,A,W,1,0.8,109.6,2,6.0,8.0,1.0,0.6333333333333333,0.5749235474006116
Hawthorn Hawks,Greater Western Sydney Giants,2025-03-29,2025,3,UTAS Stadium,H,W,1,0.8,91.6,3,9.0,12.0,1.0,0.5,0.7439024390243902
Hawthorn Hawks,Port Adelaide Power,2025-04-13,2025,5,Adelaide Oval,A,L,0,0.8,87.0,4,15.0,16.0,1.0,0.3888888888888889,0.42105263157894735
Hawthorn Hawks,geelong cats,2025-04-21,2025,6,Melbourne Cricket Ground,A,L,0,0.8,90.8,-1,8.0,16.0,2.0,0.7857142857142857,0.5762195121951219
Hawthorn Hawks,West Coast Eagles,2025-04-27,2025,7,Marvel Stadium,H,W,1,0.6,87.4,-2,6.0,16.0,3.0,0.46,0.5684210526315789
Hawthorn Hawks,Richmond Tigers,2025-05-04,2025,8,Melbourne Cricket Ground,H,W,1,0.6,90.0,1,7.0,20.0,3.0,0.6,0.574468085106383
Hawthorn Hawks,melbourne demons,2025-05-10,2025,9,Melbourne Cricket Ground,A,W,1,0.6,95.8,2,6.0,24.0,2.0,0.3333333333333333,0.5757575757575758
Hawthorn Hawks,Gold Coast Suns,2025-05-15,2025,10,TIO Stadium,A,L,0,0.6,98.8,3,5.0,28.0,2.0,0.6666666666666666,0.0
Hawthorn Hawks,Brisbane Lions,2025-05-24,2025,11,Melbourne Cricket Ground,H,L,0,0.6,99.8,-1,9.0,28.0,3.0,0.5675675675675675,0.5770392749244713
Hawthorn Hawks,Collingwood Magpies,2025-05-30,2025,12,Melbourne Cricket Ground,A,L,0,0.6,96.0,-2,6.0,28.0,4.0,0.7272727272727273,0.5753012048192772
Hawthorn Hawks,Western Bulldogs,2025-06-05,2025,13,Marvel Stadium,A,W,1,0.4,82.4,-3,6.0,28.0,6.0,0.5925925925925926,0.5729166666666666
Hawthorn Hawks,Adelaide Crows,2025-06-13,2025,14,UTAS Stadium,H,W,1,0.4,76.8,1,8.0,32.0,4.0,0.5116279069767442,0.7469879518072289
Hawthorn Hawks,North Melbourne Kangaroos,2025-06-28,2025,16,UTAS Stadium,H,W,1,0.4,68.0,2,15.0,36.0,2.0,0.5909090909090909,0.75
Hawthorn Hawks,St Kilda Saints,2025-07-05,2025,17,Marvel Stadium,A,W,1,0.6,78.8,3,7.0,40.0,3.0,0.6,0.5773195876288659
Hawthorn Hawks,fremantle dockers,2025-07-12,2025,18,Optus Stadium,A,L,0,0.8,85.6,4,7.0,44.0,3.0,0.9166666666666666,0.4444444444444444
Hawthorn Hawks,Port Adelaide Power,2025-07-19,2025,19,UTAS Stadium,H,W,1,0.8,87.2,-1,7.0,44.0,4.0,0.3783783783783784,0.7529411764705882
Hawthorn Hawks,Carlton Blues,2025-07-24,2025,20,Melbourne Cricket Ground,H,W,1,0.8,88.4,1,5.0,48.0,4.0,0.639344262295082,0.5735735735735735
Hawthorn Hawks,adelaide crows,2025-08-01,2025,21,Adelaide Oval,A,L,0,0.8,96.0,2,8.0,52.0,4.0,0.8333333333333334,0.4
Hawthorn Hawks,Collingwood Magpies,2025-08-07,2025,22,Melbourne Cricket Ground,H,W,1,0.6,83.4,-1,6.0,52.0,6.0,0.7142857142857143,0.5748502994011976
Hawthorn Hawks,Melbourne Demons,2025-08-16,2025,23,Melbourne Cricket Ground,H,W,1,0.6,86.6,1,9.0,56.0,6.0,0.6785714285714286,0.5761194029850746
Hawthorn Hawks,Brisbane Lions,2025-08-24,2025,24,The Gabba,A,L,0,0.8,92.2,2,8.0,60.0,4.0,0.5526315789473685,0.3157894736842105
Hawthorn Hawks,Greater Western Sydney Giants,2025-09-06,2025,EF,ENGIE Stadium,A,W,1,0.6,90.6,-1,13.0,60.0,3.0,0.5384615384615384,0.0
Hawthorn Hawks,Adelaide Crows,2025-09-12,2025,SF,Adelaide Oval,A,W,1,0.6,95.0,1,6.0,64.0,3.0,0.5227272727272727,0.38095238095238093
Hawthorn Hawks,Geelong Cats,2025-09-19,2025,PF,Melbourne Cricket Ground,A,L,0,0.8,97.8,2,7.0,68.0,3.0,0.46774193548387094,0.5773809523809523
Melbourne Demons,Collingwood Magpies,1983-03-26,1983,1,Melbourne Cricket Ground,H,L,0,,,0,,0.0,1.0,,
Melbourne Demons,Richmond Tigers,1983-04-02,1983,2,Melbourne Cricket Ground,A,W,1,,,-1,7.0,0.0,7.0,,0.0
Melbourne Demons,Western Bulldogs,1983-04-09,1983,3,Western Oval,A,L,0,,,1,7.0,4.0,3.0,,
Melbourne Demons,Carlton Blues,1983-04-16,1983,4,Melbourne Cricket Ground,H,L,0,0.3333333333333333,107.66666666666667,-1,7.0,4.0,7.0,,0.5
Melbourne Demons,Geelong Cats,1983-04-25,1983,5,GMHBA Stadium,A,W,1,0.25,103.25,-2,9.0,4.0,8.0,,
Melbourne Demons,Sydney Swans,1983-04-30,1983,6,Melbourne Cricket Ground,H,W,1,0.4,106.8,1,5.0,8.0,8.0,,0.3333333333333333
Melbourne Demons,St Kilda Saints,1983-05-07,1983,7,Waverley Park,H,W,1,0.6,107.0,2,7.0,12.0,6.0,,
Melbourne Demons,Fitzroy Lions,1983-05-14,1983,8,Melbourne Cricket Ground,H,L,0,0.6,104.8,3,7.0,16.0,4.0,,0.5
Melbourne Demons,Essendon Bombers,1983-05-21,1983,9,Windy Hill,A,L,0,0.6,106.4,-1,7.0,16.0,7.0,,
Melbourne Demons,Hawthorn Hawks,1983-05-28,1983,10,Waverley Park,H,L,0,0.6,111.4,-2,7.0,16.0,8.0,,1.0
Melbourne Demons,North Melbourne Kangaroos,1983-06-04,1983,11,Melbourne Cricket Ground,H,L,0,0.4,109.0,-3,7.0,16.0,8.0,,0.4
Melbourne Demons,Collingwood Magpies,1983-06-13,1983,12,Waverley Park,A,L,0,0.2,108.8,-4,9.0,16.0,10.0,0.0,0.5
Melbourne Demons,Richmond Tigers,1983-06-18,1983,13,Melbourne Cricket Ground,H,W,1,0.0,100.8,-5,5.0,16.0,10.0,1.0,0.3333333333333333
Melbourne Demons,western bulldogs,1983-06-25,1983,14,Melbourne Cricket Ground,H,W,1,0.2,108.0,1,7.0,20.0,9.0,,0.42857142857142855
Melbourne Demons,Carlton Blues,1983-07-02,1983,15,Princes Park,A,W,1,0.4,104.8,2,7.0,24.0,9.0,0.0,
Melbourne Demons,Geelong Cats,1983-07-16,1983,16,Melbourne Cricket Ground,H,W,1,0.6,104.2,3,14.0,28.0,6.0,1.0,0.5
Melbourne Demons,Sydney Swans,1983-07-24,1983,17,Sydney Cricket Ground,A,L,0,0.8,95.0,4,8.0,32.0,5.0,1.0,
